LogID,UserID,ActivityType,CaloriesBurned,DateOfActivity,DistanceTraveled,Duration
AL1524,U748,Weightlifting,348,2024-11-16,19.36,92
AL1525,U443,Weightlifting,704,2024-10-17,8.52,74
AL1526,U328,Running,558,2024-04-30,1.64,23
AL1527,U1259,Weightlifting,732,2024-06-26,19.94,65
AL1528,U1285,Cycling,137,2024-03-16,7.34,115
AL1529,U1035,Cycling,511,2024-04-28,19.6,36
AL1530,U2138,Weightlifting,95,2024-10-05,4.2,120
AL1531,U1253,Cycling,331,2024-07-10,16.75,109
AL1532,U180,Running,287,2024-04-13,18.33,104
AL1533,U665,Weightlifting,169,2024-09-05,11.38,91
AL1534,U1903,Running,98,2024-08-14,17.23,84
AL1535,U1616,Running,797,2024-07-23,2.39,57
AL1536,U2877,Weightlifting,99,2024-06-15,16.3,107
AL1537,U573,Cycling,376,2024-10-18,5.83,110
AL1538,U506,Cycling,684,2024-04-08,14.59,22
AL1539,U396,Running,417,2024-08-23,11.12,71
AL1540,U2208,Cycling,569,2024-04-26,15.28,88
AL1541,U550,Running,783,2024-07-03,14.9,30
AL1542,U2796,Cycling,402,2024-02-03,5.46,51
AL1543,U2328,Running,345,2024-10-27,1.59,43
AL1544,U1931,Weightlifting,207,2024-02-28,2.78,36
AL1545,U703,Cycling,405,2024-09-29,9.78,105
AL1546,U1176,Running,496,2024-06-03,10.64,36
AL1547,U1653,Cycling,464,2024-06-15,5.08,115
AL1548,U820,Weightlifting,536,2024-02-29,15.68,92
AL1549,U1039,Running,744,2024-10-15,9.33,71
AL1550,U167,Cycling,766,2024-04-29,12.76,75
AL1551,U1880,Weightlifting,499,2024-02-27,19.74,82
AL1552,U1873,Running,507,2024-08-29,7.71,31
AL1553,U2790,Weightlifting,149,2024-05-10,17.77,13
AL1554,U2759,Running,522,2024-02-26,11.35,97
AL1555,U1675,Running,596,2024-10-14,3.46,35
AL1556,U1404,Running,220,2024-11-12,12.84,22
AL1557,U660,Weightlifting,182,2024-01-27,5.81,44
AL1558,U2307,Weightlifting,653,2024-10-14,8.77,10
AL1559,U1434,Running,728,2024-08-02,4.69,38
AL1560,U2197,Running,227,2024-05-06,3.93,98
AL1561,U2631,Weightlifting,497,2024-11-19,14.68,83
AL1562,U1628,Cycling,127,2024-09-28,12.57,67
AL1563,U1643,Running,681,2024-03-26,10.8,97
AL1564,U2425,Cycling,283,2024-10-16,0.59,73
AL1565,U2372,Cycling,792,2024-05-25,6.23,12
AL1566,U2883,Weightlifting,605,2024-02-02,3.33,112
AL1567,U861,Weightlifting,351,2024-11-12,7.4,87
AL1568,U479,Cycling,744,2024-08-16,18.66,120
AL1569,U1268,Running,753,2024-04-27,19.03,111
AL1570,U2332,Running,378,2024-08-17,18.09,73
AL1571,U2740,Weightlifting,764,2024-07-07,6.79,70
AL1572,U2187,Weightlifting,535,2024-07-18,2.54,50
AL1573,U1953,Running,86,2024-11-06,3.18,95
AL1574,U1248,Cycling,238,2024-03-25,18.5,32
AL1575,U2038,Weightlifting,291,2024-09-18,3.34,46
AL1576,U2290,Cycling,773,2024-11-13,10.21,87
AL1577,U444,Weightlifting,702,2024-01-23,14.75,19
AL1578,U684,Cycling,227,2024-02-07,3.34,74
AL1579,U366,Cycling,336,2024-01-30,17.05,33
AL1580,U2298,Running,179,2024-10-05,8.49,18
AL1581,U2340,Running,658,2024-07-07,8.5,80
AL1582,U142,Running,60,2024-03-26,13.98,85
AL1583,U2565,Running,720,2024-07-09,16.6,75
AL1584,U265,Running,451,2024-06-20,8.8,57
AL1585,U369,Cycling,155,2024-04-25,4.68,97
AL1586,U2859,Cycling,505,2024-07-24,6.03,98
AL1587,U502,Cycling,759,2024-11-07,7.42,119
AL1588,U1876,Weightlifting,545,2024-11-13,4.48,116
AL1589,U1720,Cycling,667,2024-03-05,11.86,38
AL1590,U2200,Running,680,2024-01-05,13.64,97
AL1591,U845,Weightlifting,78,2024-06-26,13.98,32
AL1592,U318,Cycling,787,2024-01-30,15.2,36
AL1593,U1535,Running,55,2024-06-14,7.49,96
AL1594,U1229,Cycling,582,2024-04-10,18.11,85
AL1595,U1083,Weightlifting,542,2024-04-09,13.11,99
AL1596,U382,Cycling,137,2024-03-26,19.38,23
AL1597,U1706,Running,423,2024-06-13,5.77,93
AL1598,U2997,Running,367,2024-06-16,10.71,16
AL1599,U985,Cycling,413,2024-09-15,0.63,45
AL1600,U51,Cycling,603,2024-08-06,14.68,66
AL1601,U38,Running,649,2024-01-08,3.83,95
AL1602,U17,Running,497,2024-09-22,3.12,57
AL1603,U1912,Weightlifting,730,2024-07-17,11.24,71
AL1604,U1305,Running,711,2024-09-05,9.08,97
AL1605,U2650,Running,550,2024-02-25,13.58,18
AL1606,U2235,Running,345,2024-09-23,8.05,60
AL1607,U1094,Weightlifting,275,2024-01-01,10.84,118
AL1608,U2428,Weightlifting,61,2024-02-08,4.82,11
AL1609,U2312,Cycling,492,2024-01-24,6.09,13
AL1610,U2707,Running,624,2024-09-24,9.6,106
AL1611,U554,Running,224,2024-04-17,5.21,43
AL1612,U1382,Weightlifting,591,2024-06-21,6.21,35
AL1613,U1018,Weightlifting,398,2024-09-12,4.42,76
AL1614,U2079,Cycling,135,2024-01-18,13.61,40
AL1615,U1181,Weightlifting,769,2024-08-09,2.49,90
AL1616,U2786,Weightlifting,172,2024-06-01,2.37,103
AL1617,U1298,Weightlifting,366,2024-06-07,8.7,80
AL1618,U176,Running,103,2024-01-08,11.84,111
AL1619,U1125,Cycling,423,2024-02-03,9.12,53
AL1620,U83,Cycling,326,2024-08-12,1.77,54
AL1621,U2267,Running,360,2024-03-28,12.54,40
AL1622,U1814,Running,123,2024-08-16,19.74,64
AL1623,U1619,Running,489,2024-09-30,1.59,119
AL1624,U1342,Cycling,416,2024-11-08,1.05,61
AL1625,U939,Running,115,2024-11-10,13.03,102
AL1626,U1643,Weightlifting,794,2024-10-08,15.28,51
AL1627,U1143,Running,373,2024-01-24,2.55,48
AL1628,U1712,Running,286,2024-07-07,16.11,53
AL1629,U2818,Running,411,2024-03-11,17.56,52
AL1630,U1248,Weightlifting,247,2024-03-16,4.32,58
AL1631,U2930,Cycling,705,2024-07-07,1.04,95
AL1632,U439,Cycling,100,2024-01-01,4.47,116
AL1633,U1641,Running,287,2024-08-24,4.15,46
AL1634,U2562,Weightlifting,732,2024-11-21,8.53,61
AL1635,U526,Running,150,2024-02-13,1.62,21
AL1636,U1,Running,128,2024-08-19,7.33,48
AL1637,U227,Running,416,2024-03-12,11.76,93
AL1638,U1061,Cycling,713,2024-06-28,10.44,19
AL1639,U370,Weightlifting,604,2024-04-10,18.6,37
AL1640,U2736,Weightlifting,724,2024-01-18,1.72,77
AL1641,U1393,Cycling,421,2024-08-19,9.53,72
AL1642,U669,Running,632,2024-02-05,18.81,81
AL1643,U1961,Running,632,2024-03-07,7.49,92
AL1644,U1211,Running,561,2024-03-13,12.33,80
AL1645,U2995,Running,508,2024-03-06,17.64,22
AL1646,U1581,Running,91,2024-04-03,16.46,92
AL1647,U2802,Weightlifting,322,2024-03-24,1.84,72
AL1648,U2581,Cycling,601,2024-05-31,5.47,47
AL1649,U1814,Weightlifting,461,2024-01-31,0.99,52
AL1650,U2604,Running,131,2024-10-27,12.1,111
AL1651,U2957,Cycling,553,2024-08-12,2.36,120
AL1652,U69,Cycling,665,2024-09-27,3.17,87
AL1653,U425,Running,334,2024-01-28,2.58,11
AL1654,U42,Weightlifting,726,2024-03-26,7.88,59
AL1655,U1743,Running,71,2024-07-30,17.81,11
AL1656,U2739,Running,293,2024-10-17,11.35,109
AL1657,U220,Cycling,534,2024-10-15,1.58,109
AL1658,U1637,Running,208,2024-09-20,5.54,34
AL1659,U2550,Cycling,395,2024-10-01,14.11,120
AL1660,U728,Weightlifting,497,2024-08-08,1.8,38
AL1661,U1146,Weightlifting,258,2024-05-30,11.63,58
AL1662,U2550,Weightlifting,764,2024-03-10,17.13,112
AL1663,U2577,Cycling,257,2024-05-13,5.79,106
AL1664,U1317,Cycling,709,2024-05-18,12.93,81
AL1665,U538,Weightlifting,672,2024-02-25,4.97,91
AL1666,U618,Running,423,2024-01-21,13.15,98
AL1667,U1862,Running,600,2024-09-29,19.39,17
AL1668,U2440,Weightlifting,112,2024-10-14,9.01,84
AL1669,U2473,Cycling,771,2024-04-18,2.94,26
AL1670,U2437,Running,686,2024-01-25,10.54,106
AL1671,U2506,Weightlifting,202,2024-09-10,11.16,44
AL1672,U680,Cycling,724,2024-06-17,9.04,114
AL1673,U2736,Cycling,670,2024-05-19,0.7,10
AL1674,U2791,Weightlifting,723,2024-09-14,11.13,107
AL1675,U1812,Cycling,343,2024-05-30,1.6,71
AL1676,U2553,Weightlifting,666,2024-05-15,13.12,57
AL1677,U1334,Weightlifting,309,2024-08-27,12.55,78
AL1678,U1095,Cycling,389,2024-03-26,11.21,15
AL1679,U149,Cycling,68,2024-09-25,1.6,19
AL1680,U1774,Running,463,2024-08-28,5.19,44
AL1681,U653,Running,614,2024-07-25,12.34,100
AL1682,U2730,Weightlifting,778,2024-07-13,8.27,47
AL1683,U2739,Cycling,774,2024-08-05,5.47,26
AL1684,U897,Weightlifting,276,2024-03-17,14.59,24
AL1685,U574,Running,403,2024-11-11,11.1,106
AL1686,U249,Running,386,2024-03-01,8.27,77
AL1687,U2521,Cycling,792,2024-05-06,9.03,118
AL1688,U2110,Cycling,137,2024-09-24,0.7,24
AL1689,U2556,Cycling,79,2024-06-18,10.93,14
AL1690,U1258,Running,420,2024-08-17,17.77,23
AL1691,U27,Weightlifting,589,2024-01-18,19.11,101
AL1692,U2556,Running,519,2024-03-15,2.91,38
AL1693,U2710,Cycling,569,2024-05-16,14.71,26
AL1694,U2366,Cycling,669,2024-09-19,14.16,47
AL1695,U2417,Running,590,2024-09-19,9.54,14
AL1696,U1515,Running,123,2024-02-27,12.06,98
AL1697,U2189,Cycling,143,2024-07-02,9.96,85
AL1698,U874,Weightlifting,486,2024-11-19,0.94,119
AL1699,U1351,Cycling,766,2024-03-01,5.21,37
AL1700,U907,Weightlifting,501,2024-06-22,15.66,60
AL1701,U2112,Cycling,452,2024-02-17,17.19,79
AL1702,U2013,Weightlifting,259,2024-08-02,10.84,78
AL1703,U1383,Running,610,2024-10-02,17.54,66
AL1704,U307,Running,336,2024-05-31,18.42,111
AL1705,U478,Weightlifting,459,2024-03-07,0.58,50
AL1706,U1229,Running,741,2024-01-20,13.32,59
AL1707,U685,Running,302,2024-08-02,6.57,34
AL1708,U1065,Cycling,754,2024-09-18,12.71,23
AL1709,U2194,Weightlifting,519,2024-11-07,5.33,114
AL1710,U2709,Cycling,544,2024-04-01,1.39,14
AL1711,U280,Running,434,2024-10-02,2.76,72
AL1712,U1803,Running,279,2024-08-13,4.56,84
AL1713,U2737,Running,683,2024-08-27,2.21,32
AL1714,U1635,Cycling,91,2024-08-25,6.79,81
AL1715,U2528,Cycling,545,2024-03-09,12.86,50
AL1716,U1173,Cycling,558,2024-02-13,11.95,67
AL1717,U830,Cycling,218,2024-03-11,6.18,66
AL1718,U2720,Cycling,267,2024-04-17,10.22,45
AL1719,U2412,Weightlifting,767,2024-06-20,0.81,44
AL1720,U1236,Running,508,2024-10-30,6.48,68
AL1721,U1541,Running,150,2024-04-21,12.44,43
AL1722,U796,Cycling,494,2024-06-11,5.15,53
AL1723,U399,Cycling,565,2024-01-08,13.27,90
AL1724,U2941,Cycling,325,2024-10-08,11.62,97
AL1725,U1431,Running,693,2024-04-18,5.75,100
AL1726,U614,Weightlifting,194,2024-07-20,18.27,101
AL1727,U1872,Running,299,2024-01-04,19.16,71
AL1728,U413,Running,295,2024-02-27,15.36,71
AL1729,U1209,Cycling,782,2024-01-31,3.47,115
AL1730,U1152,Running,608,2024-11-07,7.41,96
AL1731,U335,Weightlifting,164,2024-04-16,6.85,35
AL1732,U459,Cycling,426,2024-06-12,1.7,34
AL1733,U2197,Weightlifting,116,2024-06-01,8.89,15
AL1734,U593,Running,291,2024-10-21,7.81,60
AL1735,U374,Weightlifting,312,2024-05-05,11.12,43
AL1736,U622,Weightlifting,736,2024-07-05,17,15
AL1737,U1902,Cycling,352,2024-09-22,19.55,73
AL1738,U1630,Weightlifting,261,2024-09-21,19.39,120
AL1739,U646,Running,286,2024-01-26,14.98,108
AL1740,U1000,Running,158,2024-07-13,6.51,105
AL1741,U918,Cycling,695,2024-10-05,3.47,73
AL1742,U383,Running,115,2024-10-02,14.18,53
AL1743,U2036,Cycling,415,2024-05-18,11.16,51
AL1744,U1391,Running,470,2024-01-29,0.66,43
AL1745,U671,Running,437,2024-01-06,14.52,24
AL1746,U2912,Running,530,2024-06-23,6.25,94
AL1747,U339,Cycling,793,2024-08-18,9.09,26
AL1748,U2566,Running,453,2024-09-30,9.16,16
AL1749,U2017,Cycling,172,2024-02-27,9.29,63
AL1750,U1444,Running,559,2024-07-01,14.29,47
AL1751,U853,Cycling,794,2024-03-28,15.82,57
AL1752,U428,Running,635,2024-09-27,10.8,11
AL1753,U2996,Running,166,2024-06-17,19.16,47
AL1754,U2135,Running,557,2024-05-19,12.77,25
AL1755,U1172,Cycling,667,2024-10-03,15.76,40
AL1756,U948,Weightlifting,513,2024-06-04,11.89,73
AL1757,U1765,Running,734,2024-03-15,7.83,105
AL1758,U1025,Cycling,103,2024-02-19,0.86,18
AL1759,U1915,Running,778,2024-04-01,2.31,27
AL1760,U132,Running,673,2024-02-05,11.56,87
AL1761,U373,Weightlifting,563,2024-09-12,2.47,91
AL1762,U296,Weightlifting,711,2024-09-06,9.98,101
AL1763,U1235,Running,729,2024-05-14,9.05,14
AL1764,U1637,Cycling,666,2024-11-24,13.29,98
AL1765,U2534,Weightlifting,106,2024-09-15,6.71,35
AL1766,U686,Cycling,797,2024-06-22,6.25,72
AL1767,U1153,Weightlifting,462,2024-01-29,5.17,96
AL1768,U2535,Weightlifting,300,2024-07-29,16.7,97
AL1769,U2574,Running,162,2024-06-09,10.41,81
AL1770,U1948,Cycling,394,2024-01-01,19.89,106
AL1771,U835,Running,665,2024-06-28,1.86,103
AL1772,U85,Cycling,438,2024-10-14,2.7,105
AL1773,U1660,Weightlifting,527,2024-01-30,13.84,77
AL1774,U1248,Running,167,2024-08-27,16.84,94
AL1775,U695,Running,766,2024-03-06,15.14,98
AL1776,U841,Running,454,2024-06-12,0.99,39
AL1777,U1985,Weightlifting,561,2024-09-14,5.01,88
AL1778,U2715,Cycling,337,2024-03-02,10.51,12
AL1779,U2966,Cycling,279,2024-01-31,5.72,111
AL1780,U1835,Cycling,504,2024-07-01,19.89,87
AL1781,U1660,Weightlifting,763,2024-08-17,5.38,103
AL1782,U155,Cycling,203,2024-01-27,0.56,20
AL1783,U2428,Weightlifting,665,2024-06-17,7.77,29
AL1784,U2283,Cycling,570,2024-07-10,11.45,114
AL1785,U90,Weightlifting,215,2024-07-18,18.13,11
AL1786,U1838,Weightlifting,575,2024-11-05,6.85,70
AL1787,U937,Weightlifting,548,2024-09-14,17.55,23
AL1788,U313,Weightlifting,701,2024-04-06,18.43,87
AL1789,U1750,Cycling,223,2024-07-15,16.92,74
AL1790,U1776,Cycling,152,2024-03-17,12.98,17
AL1791,U545,Running,558,2024-06-13,1.06,27
AL1792,U2005,Running,613,2024-07-05,7.54,82
AL1793,U1077,Weightlifting,85,2024-09-21,4.09,93
AL1794,U621,Cycling,408,2024-02-27,14.59,118
AL1795,U991,Weightlifting,731,2024-06-18,19.7,67
AL1796,U629,Running,727,2024-05-02,11.62,92
AL1797,U1605,Cycling,518,2024-09-02,11.76,52
AL1798,U965,Cycling,776,2024-09-06,8.89,52
AL1799,U579,Cycling,568,2024-10-05,10.84,11
AL1800,U1494,Weightlifting,86,2024-05-14,2.89,33
AL1801,U2804,Weightlifting,164,2024-01-31,17.96,78
AL1802,U2038,Cycling,787,2024-11-17,9.43,112
AL1803,U2745,Weightlifting,383,2024-01-11,11.8,44
AL1804,U2665,Cycling,638,2024-06-18,18.29,19
AL1805,U1087,Running,216,2024-07-10,9.98,86
AL1806,U1851,Running,700,2024-03-28,4.52,116
AL1807,U2634,Running,263,2024-04-02,7.23,76
AL1808,U1867,Cycling,263,2024-08-28,15.47,29
AL1809,U792,Weightlifting,390,2024-01-02,9.21,92
AL1810,U2444,Cycling,384,2024-11-12,10.64,105
AL1811,U1920,Cycling,280,2024-02-07,1.87,17
AL1812,U969,Weightlifting,485,2024-09-01,5.54,72
AL1813,U2005,Cycling,631,2024-05-01,1.44,81
AL1814,U2117,Weightlifting,195,2024-03-06,14.92,118
AL1815,U1568,Weightlifting,154,2024-10-09,5.86,11
AL1816,U2953,Cycling,445,2024-10-09,18.64,32
AL1817,U440,Running,303,2024-11-14,4.34,21
AL1818,U341,Running,390,2024-02-24,18.46,54
AL1819,U674,Weightlifting,757,2024-07-10,11.04,54
AL1820,U300,Cycling,356,2024-04-02,5.95,108
AL1821,U2651,Running,259,2024-09-30,6.89,108
AL1822,U1814,Running,414,2024-02-05,2.79,75
AL1823,U306,Weightlifting,541,2024-02-04,11.41,113
AL1824,U2231,Running,63,2024-02-26,19.55,10
AL1825,U1447,Cycling,796,2024-07-16,10.6,79
AL1826,U889,Weightlifting,565,2024-07-24,13.46,100
AL1827,U1104,Running,727,2024-09-20,10.8,23
AL1828,U156,Cycling,599,2024-08-23,17.59,64
AL1829,U94,Running,119,2024-05-18,16.64,103
AL1830,U789,Cycling,228,2024-09-04,19.32,94
AL1831,U2198,Cycling,438,2024-10-12,13.09,49
AL1832,U2364,Cycling,752,2024-10-26,15.62,70
AL1833,U1876,Weightlifting,342,2024-06-20,13.86,41
AL1834,U2368,Running,493,2024-09-06,4.37,75
AL1835,U1862,Cycling,439,2024-09-04,13.94,20
AL1836,U2475,Running,240,2024-07-02,4.09,81
AL1837,U866,Running,276,2024-01-09,15.81,41
AL1838,U378,Cycling,183,2024-02-12,1.2,48
AL1839,U2716,Running,427,2024-05-28,16.36,119
AL1840,U1645,Weightlifting,301,2024-03-16,15.63,81
AL1841,U2076,Weightlifting,487,2024-07-10,14.88,20
AL1842,U533,Running,158,2024-07-09,9.52,15
AL1843,U1854,Running,720,2024-08-17,7.42,112
AL1844,U1626,Running,327,2024-07-12,15.09,97
AL1845,U2782,Weightlifting,173,2024-02-29,15.43,18
AL1846,U239,Cycling,420,2024-02-22,2.56,94
AL1847,U1093,Running,374,2024-11-16,15.98,73
AL1848,U824,Cycling,661,2024-05-13,3.01,98
AL1849,U2968,Running,169,2024-02-07,1.31,65
AL1850,U1151,Cycling,800,2024-03-14,8.97,83
AL1851,U1878,Cycling,258,2024-08-21,3.82,91
AL1852,U2515,Weightlifting,80,2024-09-19,17.65,19
AL1853,U2979,Cycling,656,2024-03-30,4.3,106
AL1854,U756,Running,572,2024-11-10,5.3,64
AL1855,U1856,Running,68,2024-04-02,15.81,92
AL1856,U849,Cycling,316,2024-04-11,4.25,27
AL1857,U1703,Running,520,2024-07-24,4.35,62
AL1858,U528,Running,752,2024-01-16,7.38,34
AL1859,U754,Weightlifting,531,2024-03-31,17.92,59
AL1860,U2782,Weightlifting,457,2024-03-14,5.82,54
AL1861,U2559,Cycling,490,2024-07-03,0.63,52
AL1862,U1072,Running,71,2024-08-18,4.46,45
AL1863,U1179,Running,701,2024-08-29,17.02,108
AL1864,U1052,Weightlifting,358,2024-10-13,16.47,27
AL1865,U1146,Cycling,593,2024-08-24,17.72,51
AL1866,U348,Running,670,2024-05-07,1.71,103
AL1867,U520,Weightlifting,628,2024-01-21,5.12,97
AL1868,U2892,Weightlifting,291,2024-03-24,0.87,78
AL1869,U1983,Running,267,2024-08-29,19.7,30
AL1870,U2608,Running,446,2024-11-13,11.09,105
AL1871,U2425,Running,246,2024-10-08,16.46,50
AL1872,U2329,Cycling,273,2024-05-24,4.82,67
AL1873,U1969,Weightlifting,132,2024-06-29,18.43,33
AL1874,U40,Weightlifting,139,2024-11-20,12.13,109
AL1875,U2690,Running,130,2024-01-02,3.52,12
AL1876,U147,Cycling,529,2024-06-01,19.58,40
AL1877,U808,Weightlifting,290,2024-06-22,18.23,92
AL1878,U2045,Cycling,302,2024-08-17,10.07,104
AL1879,U2305,Running,768,2024-11-19,1.73,91
AL1880,U946,Weightlifting,664,2024-07-03,18.11,78
AL1881,U2185,Weightlifting,69,2024-04-17,17.05,70
AL1882,U2429,Running,333,2024-09-25,16.11,42
AL1883,U1492,Cycling,97,2024-04-02,16.76,14
AL1884,U1366,Cycling,726,2024-03-20,16.48,116
AL1885,U1,Running,270,2024-03-19,10.71,15
AL1886,U606,Running,345,2024-08-13,18.64,72
AL1887,U1877,Weightlifting,456,2024-06-20,3.6,96
AL1888,U2805,Running,114,2024-04-10,12.69,69
AL1889,U1793,Running,614,2024-02-07,12.35,110
AL1890,U191,Weightlifting,305,2024-02-05,6.28,106
AL1891,U2967,Weightlifting,234,2024-10-07,12.77,29
AL1892,U822,Running,530,2024-04-25,15.89,106
AL1893,U25,Running,754,2024-07-02,1.28,11
AL1894,U1854,Running,233,2024-04-17,6.43,35
AL1895,U2396,Running,443,2024-03-06,8.2,60
AL1896,U1508,Weightlifting,651,2024-10-29,14.87,79
AL1897,U1724,Running,741,2024-10-31,1.87,47
AL1898,U46,Running,294,2024-08-10,19.83,27
AL1899,U2808,Running,338,2024-01-30,18.09,43
AL1900,U2956,Running,52,2024-02-27,13.17,118
AL1901,U315,Running,311,2024-01-27,9.66,16
AL1902,U383,Cycling,786,2024-07-05,8.87,97
AL1903,U1571,Cycling,697,2024-09-19,10.12,83
AL1904,U272,Cycling,586,2024-10-16,11.34,86
AL1905,U1023,Weightlifting,498,2024-03-19,4.09,76
AL1906,U850,Cycling,790,2024-01-09,12.68,23
AL1907,U529,Cycling,548,2024-07-07,6.54,42
AL1908,U2594,Running,712,2024-05-10,16.3,66
AL1909,U2191,Cycling,240,2024-03-19,19.72,42
AL1910,U285,Cycling,384,2024-02-27,12.54,53
AL1911,U1747,Running,86,2024-06-22,9.98,43
AL1912,U2466,Running,392,2024-07-22,1.8,75
AL1913,U1714,Cycling,727,2024-03-30,15.24,53
AL1914,U1464,Cycling,124,2024-01-27,8.85,65
AL1915,U2138,Weightlifting,794,2024-01-02,8.1,54
AL1916,U1922,Running,703,2024-11-06,4.06,82
AL1917,U2725,Cycling,682,2024-04-13,3.97,60
AL1918,U1067,Running,657,2024-08-16,2.25,68
AL1919,U1171,Running,338,2024-08-12,12.61,112
AL1920,U1623,Weightlifting,89,2024-01-18,4.58,57
AL1921,U2425,Weightlifting,61,2024-09-24,18.82,119
AL1922,U1352,Running,377,2024-07-25,5.23,17
AL1923,U1615,Weightlifting,328,2024-02-26,9.61,50
AL1924,U1424,Cycling,286,2024-04-23,19.52,110
AL1925,U1281,Cycling,87,2024-06-03,4.45,75
AL1926,U500,Cycling,340,2024-11-02,15.12,24
AL1927,U964,Weightlifting,302,2024-08-01,2.02,36
AL1928,U1119,Cycling,61,2024-06-09,5.07,57
AL1929,U863,Weightlifting,724,2024-10-01,15.31,84
AL1930,U2394,Running,378,2024-06-15,6.77,22
AL1931,U1591,Cycling,226,2024-07-13,17.45,118
AL1932,U556,Running,448,2024-11-22,11.04,101
AL1933,U710,Running,742,2024-01-04,0.91,88
AL1934,U1845,Weightlifting,449,2024-08-04,4.38,22
AL1935,U2025,Running,499,2024-08-17,16.89,58
AL1936,U1888,Cycling,721,2024-11-06,15.34,18
AL1937,U578,Weightlifting,154,2024-11-23,10.4,46
AL1938,U20,Running,468,2024-09-02,10.37,117
AL1939,U219,Running,498,2024-10-20,1.55,40
AL1940,U1876,Weightlifting,436,2024-04-20,2.45,115
AL1941,U449,Running,657,2024-01-02,16.17,16
AL1942,U1291,Running,571,2024-10-12,16.21,97
AL1943,U2361,Cycling,497,2024-05-05,5.39,81
AL1944,U1886,Cycling,609,2024-04-23,16.62,85
AL1945,U2433,Weightlifting,368,2024-01-30,15.77,12
AL1946,U2073,Weightlifting,555,2024-08-08,15.85,39
AL1947,U1929,Weightlifting,435,2024-01-04,7.33,105
AL1948,U2069,Weightlifting,268,2024-08-09,19.7,26
AL1949,U2995,Running,70,2024-02-12,6.08,32
AL1950,U99,Weightlifting,60,2024-01-06,11.92,13
AL1951,U2319,Cycling,215,2024-11-12,14.18,48
AL1952,U96,Weightlifting,658,2024-04-22,4.6,99
AL1953,U2441,Cycling,421,2024-11-11,14.36,87
AL1954,U1214,Running,359,2024-09-04,18.13,33
AL1955,U307,Weightlifting,268,2024-10-21,8.23,109
AL1956,U853,Weightlifting,170,2024-03-19,1.68,74
AL1957,U824,Running,673,2024-05-22,9.59,28
AL1958,U1555,Cycling,410,2024-07-08,16.9,90
AL1959,U1656,Running,280,2024-10-26,3.39,11
AL1960,U2924,Running,793,2024-04-26,15.74,50
AL1961,U899,Running,560,2024-02-12,2.34,26
AL1962,U1201,Weightlifting,198,2024-07-17,1.83,36
AL1963,U1191,Running,160,2024-05-27,17.96,54
AL1964,U2341,Running,788,2024-05-11,1.91,111
AL1965,U636,Cycling,101,2024-07-04,15.81,33
AL1966,U753,Cycling,699,2024-02-24,19.66,108
AL1967,U709,Weightlifting,797,2024-02-18,4.08,68
AL1968,U256,Cycling,657,2024-09-26,3.3,35
AL1969,U266,Weightlifting,250,2024-07-14,16.92,79
AL1970,U732,Cycling,421,2024-10-20,19.05,13
AL1971,U2779,Running,401,2024-08-25,3.24,109
AL1972,U764,Cycling,222,2024-01-15,6.23,90
AL1973,U30,Cycling,637,2024-06-15,17.46,108
AL1974,U23,Cycling,313,2024-04-26,3.77,70
AL1975,U721,Cycling,649,2024-09-29,7.02,109
AL1976,U2075,Running,371,2024-04-18,1.63,46
AL1977,U504,Cycling,414,2024-08-08,19.6,12
AL1978,U1706,Cycling,184,2024-09-10,10.76,90
AL1979,U802,Running,580,2024-06-11,6.25,101
AL1980,U2940,Weightlifting,733,2024-06-01,17.08,34
AL1981,U2946,Weightlifting,208,2024-09-06,10.35,13
AL1982,U5,Running,289,2024-11-04,17.89,65
AL1983,U1169,Running,637,2024-03-26,8.49,16
AL1984,U1434,Cycling,719,2024-08-13,2.76,16
AL1985,U144,Weightlifting,397,2024-09-27,4.32,109
AL1986,U2415,Running,186,2024-01-02,0.55,73
AL1987,U1127,Weightlifting,687,2024-10-22,10.46,31
AL1988,U1962,Running,117,2024-04-23,11.67,14
AL1989,U1626,Weightlifting,247,2024-08-03,4.37,17
AL1990,U83,Running,220,2024-11-13,1.99,106
AL1991,U1590,Weightlifting,713,2024-11-15,3.85,100
AL1992,U2503,Cycling,790,2024-01-12,4.98,51
AL1993,U1927,Cycling,455,2024-05-17,17.79,42
AL1994,U2480,Cycling,481,2024-09-23,3.39,117
AL1995,U19,Running,242,2024-01-12,19.13,97
AL1996,U2410,Weightlifting,211,2024-10-28,11.95,99
AL1997,U2670,Weightlifting,206,2024-06-11,9.15,74
AL1998,U1854,Cycling,383,2024-01-25,8.84,21
AL1999,U655,Running,291,2024-11-16,9.41,113
AL2000,U75,Cycling,379,2024-08-12,15.94,28
AL2001,U2814,Weightlifting,64,2024-05-27,6.87,11
AL2002,U851,Cycling,206,2024-02-28,7.28,99
AL2003,U1108,Running,727,2024-08-08,1.6,86
AL2004,U2155,Cycling,196,2024-04-04,12.5,77
AL2005,U525,Running,380,2024-06-25,14.15,62
AL2006,U1400,Weightlifting,214,2024-07-21,5.71,37
AL2007,U177,Running,749,2024-03-31,15.12,29
AL2008,U838,Running,416,2024-08-22,18.78,53
AL2009,U1107,Weightlifting,716,2024-09-19,9.17,56
AL2010,U1193,Running,460,2024-11-10,18.73,10
AL2011,U2971,Weightlifting,60,2024-09-19,2.56,25
AL2012,U1968,Running,369,2024-07-11,7.39,15
AL2013,U554,Running,60,2024-04-09,10.9,71
